,name,Title,comment,rating,ratin,,,,,,,,,,
991,arjunvaschelsea18 April 2022,RIP Bollywood,The Chapter 2 has entirely taken down all the bollywood movies with heroic theme.,10-Oct,10,,,,,,,,,,
992,abhay8877717 April 2022,Very soon indian movies will be ride all over the world,"I had not slept well before watching this movie despite that even I had not blinked my eyes ...and watched full movie with full of joy, excitement and emotion. Definately I felt now festival has come of movies after 2 years of pandemic. Hoping they will release next chapter very soon as I heard about this. Thanks a lot for making me of full of energy. Personally I never watched any Indian cinema in this type of musical background.",10-Oct,10,,,,,,,,,,
993,keshav-kritesh18 April 2022,"Huge hooting, green screenplay but still falls short",The movie is a direct intended sequel. It is not forced upon.,05-Oct,5,,,,,,,,,,
994,likhithv0230 April 2022,Best movie of all time,Warning: Spoilers,10-Oct,10,,,,,,,,,,
995,crazymanlife618 April 2022,Not so good as I expect; Lacks serious story telling.,"Compared to KGF Chapter 1 the Chapter 2 is not what I expected. The movie's story and narration takes a big chunk of excitement and it upsets me a lot. Half time into the movie, the movie felt just ""Boring"". There is fantastic background music and hero elevations through the screen time. But the lack of coherence In the story telling combined with some very fast paced editing make the whole thing feel uninspired and gore. It feels that the movie could have done much better story-wise. Overall, it's watchable, but not memorable.",06-Oct,6,,,,,,,,,,
996,toalokhrd14 April 2022,Magnum Opus KGF 2,RIP Bollywood... After blockbuster RRR movie another magnum opus by South Film Industry. First time I felt that we can make even better movies than Hollywood.,10-Oct,10,,,,,,,,,,
997,munishero14 April 2022,Best South Indian movie I've ever seen,Daily reminder KGF was 💥🔥🔥,10-Oct,10,,,,,,,,,,
998,shovroahamed14 April 2022,Worth the wait,Didn't expect that much from it. For me this is the finest action movie that India have ever made. The starting was good but the ending was mind-blowing.,10-Oct,10,,,,,,,,,,
999,kbkarthikb15 April 2022,Writting is the new Mass,Its a wonderfully crafted fictional Mass entertainer. These words would explain the whole movie altogether.,10-Oct,10,,,,,,,,,,
1000,sanketsl15 April 2022,Excellent and mind blowing!! Taking Sandalwood and Indian film industry to next level.,"Excellent and mind blowing!! Taking Sandalwood and Indian film industry to next level. You will need a microscope to find even three tiniest it negative points. Most stylish, entertaining drama of Sandalwood and Indian film industry in many decades.",10-Oct,10,,,,,,,,,,
1001,vikaspatra19 April 2022,"Overwhelming, a real treat after 4 years of waiting.","The movie is an emotion, the reason of celebration arrived after 4 years and the celebration is huge.",10-Oct,10,,,,,,,,,,
1002,masroorakhtar30 April 2022,Extravaganza Movie in the history of Indian Cinema,Salute to a Director and Yash for their part for making history. Really a goosebumps performance from all crews. Especially behind the camera peoples. Love to see this type of movies more.,10-Oct,10,,,,,,,,,,
1003,devarajkadrapur20 April 2022,Terrific.... Goosebumps.... Mind-blowing.... Masterpiece...,Story > 10/10 Acting > 10/10 Dialogues >10>10 BGM. > 10/10 Songs. > 10/10 Cinematography > 10/10 Mother sentiments > 10/10 Direction. > 10/10 Editing. >. 10/10 Love scenes > 9/10,10-Oct,10,,,,,,,,,,
1004,nahmad-8469628 May 2022,Best Movie Indian Industry has ever produced.,"I believe KGF 2 is one of the best movies the Indian industry has ever produced; Storyline was better than ever, great performance by Sanjay Dutt and Yash, illogical fights but anything can happen in fiction and for a story like this, nothing comes close to it.",10-Oct,10,,,,,,,,,,
1005,saakshay26 April 2022,Excellent,A must watch to all movie goers except for those who don't like loud music.,10-Oct,10,,,,,,,,,,
1006,mrchandanagrawal20 April 2022,"Below average movie,,, pack with dialogue and background sound.","The 2nd chapter movie just pack with so much of dialogue, its feel like enough is enough and background sounds just add more bitter taste to it.. Just a overrated movie and guy who likes punchline for them this is must watch movie.",04-Oct,4,,,,,,,,,,
1007,akashniki19 April 2022,ROCKY U BEST!,"U r sensational bro, In each moments of the movie something sensational happen, my body each seconds was just shivering.",10-Oct,10,,,,,,,,,,
1008,jakejust14 April 2022,film of the decade,Best visuals best action sequence best bgm everything is in highhhh. What a movie.all the entire teams hardwork is the result of the movie...best...nothing to say ..movie is in different level.,10-Oct,10,,,,,,,,,,
1009,khalidsheikh-4313419 April 2022,Good but not Great like Chapter 1,KGF 2 my Ratings Out of 10 by (MK),07-Oct,7,,,,,,,,,,
1010,shahbazharewali4 May 2022,Misssing old bgm,Story up and down,07-Oct,7,,,,,,,,,,
1011,tushartanzim14 April 2022,Goosebumps,"Full of power. And overloaded love for mother. Sanjay dutt charecter was so satisfactory. Last finishing was so much heartbreaking but excellent. In my opinion the best mivie of 2022. After seeing kgf chapter 1, i was waited fir kgf chapter 2. Today i am very happy to see thi movie. I really like this movie. I hope everyone would like the movie. Tgere are some illogical things. But Don't take it seriously. Just wnjoy the movie.",10-Oct,10,,,,,,,,,,
1012,vikassunny20 April 2022,This keep getting bigger..!!,Amazed by Rocky bhai...Sanjay Dutt and Raveena. Ending was superb keep audiences on the edge to wait for part 3. Story well narrated and well paced. Action sequences could have been better. I am sure part 3 would be BIG !!,09-Oct,9,,,,,,,,,,
1013,sanjaykumarpatil15 April 2022,World class !!! EPIC indian cinema,"KGF chapter2 is not just a movie it's an emotion of Indian cinema. The director, actors, music, screenplay, art director and everyone in the team KGF will steal the hearts...what a magnum opus movie...what a fantastic story telling by prashant neel and stylish acting by Yash...it's an epic indian cinema ever made in india...the whole indian people proudly say KGF is on par with any top Hollywood movies...life time performance by Yash and all other actors... breathtaking action scenes, it's a visual treat...mother sentiment, the never give up attitude of rocky to conquer the world...",10-Oct,10,,,,,,,,,,
1014,prasanthmech-9176316 April 2022,Wonderful entertainment,"Good choreography, direction, cinematography, visual effects, sound effects, bgm, action sequences, emotional drama. Fully engaged our concentration during watching this film. Prasanth neel is must be unpredictable director from south India, vere level.",10-Oct,10,,,,,,,,,,
1015,ergauravf14 April 2022,Excellent movie I have ever seen,"Few movies are no movies at all but the masterpiece if first part was hir then it's super hit just one word excellent movie in so many years none like this, none like this. Must go for it you won't regret ever.",10-Oct,10,,,,,,,,,,
1016,srimurthy-6181314 April 2022,"Magnanimous, Langer than life",Second half is 🔥🔥. International making with Indian sensibilities. Technical team is all set to go International with KGF3!,10-Oct,10,,,,,,,,,,
1017,mgowdakc25 April 2022,Goosebumps and lost in time is guaranteed!!!!,Power packed with twist and turns in the story. Sentiments here and there and goosebumps very often. I was lost in time and probably the fastest 3 hours I experienced. It was more of a vibration therapy which made me fully recharged.,10-Oct,10,,,,,,,,,,
1018,thirusureshemp14 April 2022,Awesome + KCF + Tamilnadu,We don't like violence...We avoid.,10-Oct,10,,,,,,,,,,
1019,ganadeep-0182714 April 2022,BEST FILM EVER!!,"I've never seen any such movie before. From Direction, Cinematography, BGM, Acting, every aspect just perfect. It's above my expectation. It might do wonders.",10-Oct,10,,,,,,,,,,
1020,yangwong18 April 2022,#BoxOfficeDon Rocking Yash Toofan Yash,"What a goosebumps movie ever seen in my life ,Waiting For KGF Chapter 3 ,Go and watch KGF chapter 2 in theater. Violence violence violence When kgf2 comes All other movies Silence silence silence Ceo of Boxoffice Rocking star Yash.",10-Oct,10,,,,,,,,,,
1021,mayankranapratap21 August 2022,Really good,But Slightly over-rated i mean the premise is really good and we love Rocky Bhai but Movie was a little more dramatic i mean you cannot ignore that right!,09-Oct,9,,,,,,,,,,
1022,aarazib16 April 2022,Best indian flim ever made..,"This is the best indian flim ever made in the history of india...best action,drama,romance,thriller in every angle its more than perfect. The acting of yash aka rocky is out of the world..this kind of flim can come in 100 yr..",10-Oct,10,,,,,,,,,,
1023,amitchaudharyjiet14 April 2022,KGF is KGF..If you havent seen KGF you missed someting in your life,My first and last review in this lifetime... On 13 th I came from office ..watched IPL till 11:00.,10-Oct,10,,,,,,,,,,
1024,austere-3548219 April 2022,Loved the movie,You should watch it in theater for the goosebumps experience and what a entry scene of rocky and adheera. Every character has portrayed great. Missed the last scene where kgf chapter 3 is revealed.,10-Oct,10,,,,,,,,,,
1025,vk-5869714 April 2022,Goosebumps!goosebumps!!goosebumps!!!,Superb movie worth a watch in a big screen.visuals and Bgm are lit AF and the rocky bhai is just on another level!.The story continues the life of rocky after kgf chp.1.,10-Oct,10,,,,,,,,,,
1026,prajapatimitesh-4146314 April 2022,Fabulous movie !! Totally satisfied,Don't listen to anyone just watch it. You will live the story without even single scratch on your body. Your expectations going to be fulfilled. Great vision of (director+writer) meets Spectacular Acting of Yash and All co-stars. Must watch movie.,10-Oct,10,,,,,,,,,,
1027,gajendrabeni14 April 2022,Blockbuster,All India GOAT. Super hit amazing record creating movie. Best Indian movie. I wait these movie for 3 years this is my first movie. Greatest of all time.,10-Oct,10,,,,,,,,,,
1028,sunilvijay14 April 2022,Can't express my feelings after Climax...,"It's really hard to fulfill dreams of our mothers... Because they are always watching their children in great positions....thats why many of children can't fulfill, But some of them Like Rocky....... 😥",10-Oct,10,,,,,,,,,,
1029,shabru18 April 2022,Best heroic film in this era,Narration of all the characters in a gigantic manner is the best story in this movie. Watch with your friends and family and enjoy the music.,10-Oct,10,,,,,,,,,,
1030,sushavanchatterjee24 May 2022,Blockbuster Chapter 2 of K.G.F Franchise,Warning: Spoilers,10-Oct,10,,,,,,,,,,
1031,mkmukeshmm14 April 2022,What a rocking thriller it was,Rockstar Yash is 🔥🔥 ...KGF2 is more enjoyable then kgf1 .. Acting graphics are really amazing.. sanjay dutts roll as Adheera is really to amazing.. it's biggest thriller movie ever i saw in Indian cinema.,10-Oct,10,,,,,,,,,,
1032,anuragrawat-9835915 April 2022,KGF Chapter 2,Warning: Spoilers,10-Oct,10,,,,,,,,,,
1033,rajeshr-2078615 April 2022,Massive blockbuster,This is one of the best Indian movie .Yash performance is amazing.2nd part is fabulous compared to first one. It's 2.5hr blockbuster.it's break all records & become one of the greatest movies all time.,10-Oct,10,,,,,,,,,,
1034,lonewolf_2114 April 2022,Goosebumps for every scenes.,"Yash, Prashant neel, and all kgf team. Just nailed it. Words can't express the the movie but number would also be fail to explain. But okay 100/100 will not be sufficient for the movie. Yeah really good and excellent movie. A sensational records by yash. Love you man. #kgfchapter2 way ahead.",10-Oct,10,,,,,,,,,,
1035,shahedkollol21 April 2022,power-packed commercial film but went downhill for not focusing the story,"KGF-2 is a completely power-packed commercial film, comparatively better in sense of storytelling, with a good start. If you can put all your rationality aside and be ready to watch a 168 minutes trailer, then you really gonna enjoy it.",06-Oct,6,,,,,,,,,,
1036,helpsocialpost14 April 2022,Best film in the history of Indian cinema audience must have have to appreciate n support this type of films,Indians biggest film ever it's time to totally bycott remakewood aka Bollywood n support only films like this. Best film in the history of Indian cinema audience must have have to appreciate n support this type of films.,10-Oct,10,,,,,,,,,,
1037,amylsm14 April 2022,ROCKY BHAI MASTERPIECE 10/10,"KGF 2 is 10/10 rating for me really worth to watch it,mind blowing,action,good story line and etc...!! All perfect!! All the actor perfectly show for their character not like others movie over acting out of characters roles!! The whole movie is perfectly showing about KGF story line continued by chapter 1,and also the mystery about the ending!! Can describe in words u should go watch the movie then u know!! 10/10 rating worth for watch it,worth for your time and worth for your money!! Superb !!",10-Oct,10,,,,,,,,,,
1038,mdnawaf14 April 2022,Greatest commercial Indian movie ever made!,"I know it's a bold statement, but the movie backs up for ever applauds. An astonishing achievement for Kannada cinema. The directors screenplay and script writing is absolutely praise worthy.",10-Oct,10,,,,,,,,,,
1039,gouthambj14 April 2022,Movie The Monster,Cinematography Ultimate 🔥🔥🔥🔥🔥 Direction Amazing🔥🔥🔥🔥 Editing best🔥🔥🔥🔥 Rocky The Monster🔥🔥🔥🔥🔥 One of the best movie ever made in Sandalwood.,10-Oct,10,,,,,,,,,,
1040,adishettyadi14 April 2022,One movie for life,"Goosebumps! I litterly had goosebumps in most of the scenes, every sentence in this movie is powerful, and it is so well synchronised story line with king size of action.",10-Oct,10,,,,,,,,,,
1041,manjus-9639516 April 2022,Best movie I ever watched,This is the movie of Indian cinema after long time one of the best cinema came to theatre & everyone should watch the KGF 2. We have to appreciate the making of cinema & also Yash acting was excellent...,10-Oct,10,,,,,,,,,,
1042,asvjustin10 May 2022,This is the best film in the Indian film industry,"This is the best film in the entire Indian film history and everyone have to watch this film, the screenplay is amazing, best film to see with a family.",10-Oct,10,,,,,,,,,,
1043,karthikadigauv16 April 2022,K.G.F 🔥,It's a king of kannad industry and a new face of KFI.,10-Oct,10,,,,,,,,,,
1044,karanmehta-3227517 April 2022,Indian cinema on next level with KGF 2,"Must watch movie if you live anywhere in the world , Great effects and background music to keep you entertained for every minute , outstanding direction and acting, 10/10 for dialogues.",10-Oct,10,,,,,,,,,,
1045,ssdevadiga13 June 2022,Magnum OPUS of INDIAN Cinema,"""Magnum OPUS of INDIAN Cinema"", the truth is that no one can match or try to replace this ""Master Piece"" movie.",10-Oct,10,,,,,,,,,,
1046,bharathsundarnow18 April 2022,Fantastic,"Next level. In the blood-soaked Kolar Gold Fields, Rocky's name strikes fear into his foes. While his allies look up to him, the government sees him as a threat to law and order. Rocky must battle threats from all sides for unchallenged supremacy.",10-Oct,10,,,,,,,,,,
1047,sathishkumars-4296515 April 2022,MONSTER 💀,"Other than one ,two cringe tamil dialogue the film is wholesome treat to watch.neel just nailed with his writting 🔥🔥. Goosebumps from title to post credits .True pan Indian MONSTER 💀",09-Oct,9,,,,,,,,,,
1048,samarthsurendranbabu16 April 2022,WHAT A MOVIE,"Amazing performance from Rocking star yash. Incredible screen presence. If kgf 1 was good, this is 10x better. This movie is hollywood level, and really showing what the south indian industry is capable of we eve had RRR, Jai Bhim, many such bangers, and bollywood films, well...",10-Oct,10,,,,,,,,,,
1049,kinginnocent21 April 2022,Finest Of Them All,"This will for sure go down as one of the greatest Indian films ever, Storyline was sublime than ever Great performance from Yash, some illogical fights but anything comes under fiction and if you're getting a story like this then nothing comes close to KGF 2 - surely A MASTERPIECE.",08-Oct,8,,,,,,,,,,
1050,kannanpournami14 April 2022,Epic Indian Movie,Amazing Epic Movie of all time !! The Biggest theater experience,10-Oct,10,,,,,,,,,,
1051,SandipanBiswas-877314 April 2022,"""ROCKY Bhai"" is a ""PHENOMENON""","Many things ar coming in my mind , but just can't decide from where to start with. I will just say that it is the biggest movie that I have ever seen. Each and every clip has an extraordinary level. All the characters have performed their utmost and hats off to PRASHANT NEEL.",10-Oct,10,,,,,,,,,,
1052,meghanabhaskar16 April 2022,A movie like ever before!!,"It's not just a movie, it's a must have experience.",10-Oct,10,,,,,,,,,,
1053,spk-4897615 April 2022,Engaging and lit throughout,Totally awesome...set the bars high for Indian cinemas! Totally awesome...set the bars high for Indian cinemas! Totally awesome...set the bars high for Indian cinemas! Totally awesome...set the bars high for Indian cinemas!,09-Oct,9,,,,,,,,,,
1054,kaushikhitesh-8429814 April 2022,Best movie ever kgf,Kgf 2 is far better than RRR and Bahubali 2 .,10-Oct,10,,,,,,,,,,
1055,prateekyadav-4475520 April 2022,It's like Jo mann m aaye woh kroo...,In this movie there are just dialogues n dialoguy nothing else is good and action is just so bad when he can kill all of them like they are nothing can literally kill enemy with the guns while he has nothing and can kill them all with bare hands.... and they don't even know how to fire their guns hahaha,03-Oct,3,,,,,,,,,,
1056,shivsambhu-122293 August 2022,Not good,Overated movie with same drama boring and weak storylines.kgf was much better than it's sequel. The movie was not live up to the expectations.thr villain role of sanjay dutt was very short less than 15 min with poor dialogues. The yash acting was something only good i.,01-Oct,1,,,,,,,,,,
1057,mayushranjan14 April 2022,Revolution,"Oh my god. What a movie. I can't express in words. A humble request to all please go watch this movie in theaters otherwise you will regret life time. Best movie till date that india ever witnessed. Think and expect as much as you can, KGF2 will surpass all of your expectations. The attention to detail from the grassroot level by prashant neel is unmatched.",10-Oct,10,,,,,,,,,,
1058,Bingeratings16 April 2022,Sanjay dutt and Raveena tandon ruined the movie.,Sanjay dutt looks were good but acting sucks.,08-Oct,8,,,,,,,,,,
1059,raypradyumna18 April 2022,What a show by Yash!,"Yash is a true Rockstar! He is a gem of a person, down to earth and a perfect family man. Right attitude and Behaviour matters the most in an industry and this guy has it all. @Yash- please continue to select such great scripts and run the show. We would like to watch you more in the big screen. Keep up the great work!",10-Oct,10,,,,,,,,,,
1060,kasinathan-2857914 April 2022,This is how you make a mass movie,"I'm not saying that the movie was perfect but for the expectations and the hype it gave with the trailers and teasers are well deserved. I can only sing praises for this movie and I might be a bit biased but I watched the first show at 4am so I deserve to be a huge fan of this. The director is focused on his story and does not make any adjustment or include things that could ruin the storyline just because of the love that the first chapter received. Its a theater experience for sure, a delight to be precise.",09-Oct,9,,,,,,,,,,
1061,purushottamtorvi18 April 2022,Monstrous Movie,This is the kind of a movie you see once or twice in a lifetime.,10-Oct,10,,,,,,,,,,
1062,ps-4329317 April 2022,Phenomenal!,"That movie is a complete package in every way from the original score to great cinematography with the amazing blend of action and act. Nothing crazy action just putting the Indian VFX talent artist to display .and all leads to the director Prashant Neel had done an amazing job with casting every actor is just perfect . It's just the ""mad Max"" of Indian cinema. And that proves that it's INDIAN cinema not Bollywood .wow best Indian action movie made till date .period. Again brilliance of yash just amazing .cinematography is just insane.thats it.",10-Oct,10,,,,,,,,,,
1063,mvasudev-0083016 April 2022,Best movie 🎥,"Best cinematography, best story, and most important one of the best action packed film cinema has ever witnessed. Bgm mind blowing 👌👌👌👌. Rocking Star YASH AND SANJAY DUTT MIND BLOWING.",10-Oct,10,,,,,,,,,,
1064,avimaity-9765315 April 2022,"Movie with full of action, love and emotion.","Dictator say that this movie is larger than life. This movie truly fulfill his statement. Every actor doing there's best job. Yash: he was fabulous, every swag, every look, every scene was perfect and you can't move your eyes anywhere. This is a Hollywood level movie. BGM is the heart of this movie and every audience. It is one of the best Indian movies I've ever seen. A movie full of action, love, emotion.",10-Oct,10,,,,,,,,,,
1065,ashishme-9717119 April 2022,Excellent piece of film artist,"I really liked this movie. This type of movie was seen after a long time. After a long time, according to people's expectation, this movie was very good, I really really like the part of rockey and Sanjay Dutt.",10-Oct,10,,,,,,,,,,
1066,dhruvvermarko14 April 2022,My Favorite movie with my favorite Actor😍😍,"Bestest movie ever made in whole world, movie was very very very much awesome, heart touching and ironic i totally loved it.. you all should go and watch this movie for sure... My favourite movie😍😍... I wanted chapter 3 but its not possible😔.. This movie is made for breaking all box office records❤❤ Yash is the greatest actor❤❤",10-Oct,10,,,,,,,,,,
1067,shambhukvn16 April 2022,The best movie ever made !!,"Do watch it 🔥🔥 The cinematography is top notch, no wonder Bollywood is scared of south Industry. Prasanth Neel will create history in Indian cinema. Best movie best cast best direction best camera work !!",10-Oct,10,,,,,,,,,,
1068,sachinrajspj17 April 2022,Paisa vasool hai,"Every single second of this movie I enjoyed.. Every character had wonderful role and figure.... As, this is my 1st movie in cinema Hall I enjoyed it from beginning to climax.. Climax is unacceptable (out of the box) Prashant neil and his team worked mind blowing.",10-Oct,10,,,,,,,,,,
1069,athakare-9165815 August 2022,Masterpiece,Warning: Spoilers,08-Oct,8,,,,,,,,,,
1070,shridharkeystone16 April 2022,World is my territory,"One of ""The Best Movie"" till date. Each n every entry of Rocky bhai gives goosebumps, Screen play and background music is on another level, action in movie feels so real, Rocky bhai dialogue and his attitude is lit, worth to watch movie.must watch movie.",10-Oct,10,,,,,,,,,,
1071,gowtham-8185015 April 2022,Brain freezer!!!!!,The amount of blood sweat and dedicated the makers have put in the movie is clearly visible in the output.,10-Oct,10,,,,,,,,,,
1072,RR4116 April 2022,Prashanth Neel is Zack Snyder on steroids and KGF Chapter 2 is his amusement park!!!!,"Prashanth and his team have done a swell job in whipping up an eye-catching escapist movie. Despite its innate flaws, one cannot deny the fact that it works to a great extent. Some movies speak to us at personal, psychological and emotional levels, and some other films offer experiences that are akin to jolly rides at an amusement park.",10-Oct,10,,,,,,,,,,
1073,pushpendrarichhariya14 April 2022,Aag laga di movie ne,"Superb movie in terms of everything and don't miss it .. You will feel goosebumps while watching the movie many times and the kind of personality we are seeing of yush as a rocking is mind blowing . Attire is formal with King hair and long beard , it's stunning .",10-Oct,10,,,,,,,,,,
1074,vishalkumar-9518514 April 2022,Jabardasttttt........... movie,What a movie 👌🔥🔥🔥💥 jitni baar dekho utna kam hi hai . Ye bahubali ka record tod skta hai.🔥🔥🔥🔥🔥🔥🔥🔥 ekdam all time blockbuster movie hai 👌 kam se kam 3-4 baar theatre me to jarur dekhunga 😍,10-Oct,10,,,,,,,,,,
1075,malleswarand14 April 2022,Rocky Set the Box Office on Fire!!,Bullets from M2 Browning Machine gun cannot match the pace of the tickets that are sold @the box office. Ra..ra...Rocky Bhai meets Adheera. I'm sure you need extra pair of eyes to watch this visual feast.,10-Oct,10,,,,,,,,,,
1076,mallusphatate16 April 2022,Must watch film,"Best acting of our Rocking Star Yash and Best direction of Prashant Neel. Cinematography of Bhuvan Gowda and Song & Music(BGM) of Ravi Basrur had made movie more powerful. Till now in India no one made like this full Cambo film this includes Action, Comedy, Emotion, Mother sentimental. Totally movie is master piece.",10-Oct,10,,,,,,,,,,
1077,shaseeb-0366019 April 2022,Rocky Bhai is Love,It was a bomb.. I can't express my feelings through words.. they just blew my mind into pieces.. mark my words.. this is a masterpiece and it will go down in history as the biggest action movie... Nothing can beat this one.. Nobody can make a movie like this ever again..💯💯🔥🔥🔥🔥,10-Oct,10,,,,,,,,,,
1078,adhikarisaurav-3467114 April 2022,Best move in for lifetime,Warning: Spoilers,10-Oct,10,,,,,,,,,,
1079,kashyapjaymylife14 April 2022,What a dhinchak!!! Movie,"I ever have not seen this type of movie and neither ever I will ever get to see this type of movie again because this is the only one piece in the world. In this movie no sense are waste of time every scene are made with good editing. Every scene have a good ploting of time. This movie is full of action, swag, and dilogues. This movie have correct actors for every characters even in this movie children also acts in full action and swag. So, conclusion of this all that is the ploting of actors are also nice. And actor has also give their best for this movie.",10-Oct,10,,,,,,,,,,
1080,shajibsharma-0030114 April 2022,Fire Rockey,I just love it. What a movie wow. KGF one of the best movie i ever seen. This movie make my sleep perfect.,10-Oct,10,,,,,,,,,,
1081,ashwinign16 April 2022,A must watch for any type of movie lover,"Do you like comedy, go for it! Do you like fight? Watch this movie without fail! Do you like to watch the best cinematography? You shouldn't miss this movie. Do you like to watch the movie with best of best dialogues? You have to watch this movie. Do you like movie without too much of drama? Ha ha, then this is for you. Do you like to watch the movie where you need to use your brain to understand? Yes, this is for you. Ah! 1 movie that can satisfy different expectations. Loved it, thanks to the whole team of kgf.",10-Oct,10,,,,,,,,,,
1082,phatangareaayush14 April 2022,Best movie watched so farrr🔥🔥🔥,Must watch Avengers too have to kneel for this one worth watching 2 times in theatres best performance best movie crazy hype and just broke the bar for it too.,10-Oct,10,,,,,,,,,,
1083,hrithikrajpp17 April 2022,Just amazing,"I'n not a great fan of mass masala flicks in general but this one hits different. I got literal goosebumps during many scenes and yes,there are some fights which goes over the top but we have witnessed worse ones getting praised so not a big issue there. The only part which feels cringy is the opening sequence (not his entry btw which was lit af) where the female lead feels abducted by rocky but he never minds and continues to throw cringy dialogues at her, barring that,the movie is must watch in theaters.",10-Oct,10,,,,,,,,,,
1084,ayushsonawane-9816816 April 2022,Awesome movie,"This is not 100 perfect movie it have some flaws . I love this movie . It is. Far better than chapter one .. it's a Paisa vasool movie .,Action pack movie . You can watch with family. Before watch part 2 you should watch part one because lot of people watch part 2 they don't understand.. cinematography is good.",09-Oct,9,,,,,,,,,,
1085,namirabilakhia16 April 2022,MOVIE is the greatest of all time !,INCREDIBLE dialogue delivery and amazing job done by all the cast. All the wait was worth it.,10-Oct,10,,,,,,,,,,
1086,aayushkoranga15 April 2022,KGF craze,"It one of the best movie I have seen ever. Every thing in the movie sound effects, visuals,VFX, etc all were done with perfection. This movie is not a movie it's a emotion.",10-Oct,10,,,,,,,,,,
1087,sumitpiyas14 April 2022,Best movie ever❤❤❤❤❤,Warning: Spoilers,10-Oct,10,,,,,,,,,,
1088,premraj-9716815 April 2022,Rocking Star Yash (Brand),Before going into deep first I need to tell about the power💪 which anyone can feel after watching this Movie is Great. There is many movies which gives us a positive vibes but till a certain level. But vibes of this movie is extra ordinary.,10-Oct,10,,,,,,,,,,
1089,meeunly19 April 2022,Once or twice in a decade,"This type of movies comes once or twice in a decade, mind-blowing. I don't think any of you will hate anything about this movie, this movie comes in ""watch before die"" category.",10-Oct,10,,,,,,,,,,
1090,muyeeth-6550714 April 2022,Kgf 2 . Blockbuster,"As a thalapathy fan, I think this is the best Indian movie. This gave so many goosebumps moments to all the fans . I loved it. The way yash acted was amazing 👏. He was really smart In the movie. So may twist in the movie and sanjay dhutt was super role for villain. He was a perfect match was this movie and as well as for yash to fight. He was a bit scary too. Love this movie. Super hit blockbuster. Can't compare this movie with Any other indian movie.",10-Oct,10,,,,,,,,,,
1091,reaperhound14 April 2022,Simply Speechless,"Where do I even begin , the story is 2 steps higher than the first chapter the actions sequences epic as always.",10-Oct,10,,,,,,,,,,
1092,xyzami15 April 2022,Full of action,"I am thanking writer. He is the main hero of this movie. All we know everyone supporting hero and heroin. I also thanking all side actor, they make this movie more eye catching.",10-Oct,10,,,,,,,,,,
1093,sanketphule-5416218 April 2022,KGF Chapter 2 is TOOFAN !,"This Movie hits you right in the feels. Loved the way how being a gangster film, it never overshadows a mother's struggles which powered Rocky's life and the lengths he'd go to keep the promise he made to his beloved mother.",10-Oct,10,,,,,,,,,,
1094,inudodhiya-1283016 April 2022,More Than Expectated,"A complete pacakage or entertainment with emotional and action pack with star rocky and sanjay dutt as the all time best,Working hard proves this is wht made the movie all time remembrance.",10-Oct,10,,,,,,,,,,
1095,gsinha-5672914 April 2022,Superbb!!!,"What an action,emotion and thrill hats off to the maker of this film. The way of movie describes very good and visuals sounds are superb full paisa vasool.",10-Oct,10,,,,,,,,,,
1096,omprakaskumar-455456 September 2022,Great Movie i loved it.,Great Movie i loved it. I Enjoyed all the scenes in the movie and all character and their dialogues Ravina Tandon is good actor she was so cool in the movie. Sanjay Dutt was the power in the movie all the things in the movie was under control of Sanjay Dutt sir he was the super villain getting override on Yash Really good movie please go and watch with your family members it will be enjoyable and do not follow the Yash activities in your real life as he was so enemies' person in the movie for the India police officers the scene in the police station was outstanding it was really nice and great.,10-Oct,10,,,,,,,,,,
1097,chirebekka18 April 2022,Twist all the way to the end,"Busted watched the movie, I have to say, it's exceeded all my expectations. Every scenes were perfectly crafted. It's worth watching. There were no lags from beginning to end.",10-Oct,10,,,,,,,,,,
1098,ysg-7948725 April 2022,Not worth the hype,"I usually do not write review, I am writing review because of the hype it created. There is no story in the movie, only build up, I am surprised that this movie has so good rating. BGM is a pain and got head ache. Prashant Neel same typical Ugramm type of movie. They wasted Sanjay Dutt with giving him pappu role. This movie does not make any sense at all. This has good collection only because KGF 1 was good. I can see only series of trailers in the movie no story nothing only screaming and shouting.cinematography was good that's it.",03-Oct,3,,,,,,,,,,
1099,vishwas-4289625 April 2022,The Magnum Opus of Karnataka,"Goosebunps Guaranteed "" Once a promise was made. That promise will be kept"" 🔥 Kgf 2 end scene is fantastic. He is the C. E. O of India .",10-Oct,10,,,,,,,,,,
1100,akashdash-3640715 April 2022,S.S.Rajamouli is the best director in the cine world of india,"Now the kgf and emperor both are gone, But the people of kgf & and the whole cine world Gonna remember the last ruller of narachi(kgf)rocky bhai",10-Oct,10,,,,,,,,,,
1101,naqshbharti18 April 2022,Good editing,I was very impressed with the editing. The editor did wonders. All the actors have done an amazing job. Direction is very good Music is very good. All the co-stars have also done a great job. The background music such a great job.,10-Oct,10,,,,,,,,,,
1102,achandrasheker17 April 2022,Every kgf fans were really naked yash as anul,They're have reasons to give 1 🌟 i want to give 0 🌟 but they have no. Reason to give at least 1 🌟 because his hard work. They have big cast and crew that's by i gave 1 🌟. It is wantedly putting mother sentiment to hype so finally my rating is overall an hyped movie. But it can't do front of RRR. Jai hind jai Bharat.,01-Oct,1,,,,,,,,,,
